gmdn,emdn,deviceproblem,patientproblem
61391,M050101,A09,E01
61391,M050101,A09,E13
61391,M050101,A09,E21
61391,M050101,A09,E23
61391,M050101,A09,E24
61391,M050101,A09,F01
61391,M050101,A10,E17
61391,M050101,A11,E24
61391,M050101,A12,E24
61391,M050101,A13,E21
61391,M050101,A13,E23
61391,M050101,A13,E24
61391,M050101,A15,E23
61391,M050101,A15,E24
61391,M050101,A24,E13
61391,M050101,A24,E17
61391,M050101,A24,E19
61391,M050101,A24,E23
61391,M050101,A24,E24
61391,M050101,A26,E13
61391,M050101,A26,E21
61391,M050101,A26,E23
61391,M050101,A26,E24
61393,H900303,A09,E24
61438,M03030203,A10,E24
61438,M03030203,A10,F26
61496,L26,A24,E07
61531,K0199,A04,E24
61531,K0199,A24,E23
61534,H900304,A09,E24
61556,L26,A01,E16
61556,L26,A01,E23
61556,L26,A24,E19
61556,L26,A24,E23
61558,C010103,A24,E24
61570,Y0999,A15,E24
61570,Y0999,A15,F26
61643,H900303,A09,E24
61643,H900303,A09,F26
61643,H900303,A09,F27
61669,B0399,A04,E24
61688,B030299,A04,E20
61688,B030299,A24,E23
61689,K0199,A04,E21
61723,L26,A04,E24
61723,L26,A12,E24
61772,L1711,A24,E01
61785,K0107,A01,E01
61785,K0107,A01,E05
61785,K0107,A01,E06
61785,K0107,A03,F26
61785,K0107,A04,E24
61785,K0107,A04,F26
61785,K0107,A05,E24
61785,K0107,A05,F26
61785,K0107,A06,E24
61785,K0107,A07,E06
61785,K0107,A07,E24
61785,K0107,A07,F26
61785,K0107,A09,E06
61785,K0107,A09,E24
61785,K0107,A09,F26
61785,K0107,A10,E24
61785,K0107,A10,F26
61785,K0107,A13,E24
61785,K0107,A15,E24
61785,K0107,A18,E24
61785,K0107,A18,F26
61785,K0107,A24,E01
61785,K0107,A24,E05
61785,K0107,A24,E06
61785,K0107,A24,E23
61785,K0107,A24,F02
61785,K0107,A26,E06
61785,K0107,A26,E23
61796,H900303,A05,E24
61856,C010103,A04,E24
61856,C010103,A04,F26
61856,C010103,A05,E24
61856,C010103,A05,F26
61856,C010103,A15,E24
61856,C010103,A15,F26
61856,C010103,A24,E23
61872,C010103,A04,E20
61872,C010103,A04,E24
61872,C010103,A04,F26
61872,C010103,A05,E24
61872,C010103,A07,E24
61872,C010103,A07,F26
61872,C010103,A09,E24
61872,C010103,A09,F26
61872,C010103,A14,E24
61872,C010103,A14,F26
61875,C010103,A04,E24
61911,L26,A04,E20
61912,L26,A08,E12
61927,W02070403,A09,E24
61930,H900303,A07,E24
61930,H900303,A15,E23
61947,L26,A24,E19
61947,L26,A24,E23
62145,R060102,A05,F26
62181,W02070403,A07,E24
62267,L0104110101,A11,F26
62267,L0104110101,A24,E01
62383,H900303,A02,E24
62383,H900303,A04,E24
62383,H900303,A04,F27
62383,H900303,A05,E20
62383,H900303,A05,E24
62383,H900303,A05,F26
62383,H900303,A05,F27
62383,H900303,A07,E24
62383,H900303,A07,F26
62383,H900303,A07,F27
62383,H900303,A09,E24
62383,H900303,A09,F26
62383,H900303,A09,F27
62383,H900303,A15,E24
62383,H900303,A26,E24
62384,C010103,A05,E20
62384,C010103,A05,E24
62384,C010103,A05,F26
62384,C010103,A15,E24
62384,C010103,A22,E24
62423,L03140104,A01,E01
62423,L03140104,A01,E17
62423,L03140104,A01,E20
62423,L03140104,A01,E21
62423,L03140104,A01,E23
62423,L03140104,A01,E24
62423,L03140104,A01,F26
62423,L03140104,A04,E20
62423,L03140104,A04,E21
62423,L03140104,A04,E24
62423,L03140104,A04,F26
62423,L03140104,A07,E01
62423,L03140104,A07,E20
62423,L03140104,A07,E21
62423,L03140104,A07,E23
62423,L03140104,A07,E24
62423,L03140104,A07,F26
62423,L03140104,A09,E01
62423,L03140104,A09,E21
62423,L03140104,A09,E23
62423,L03140104,A09,E24
62423,L03140104,A12,E21
62423,L03140104,A15,E24
62423,L03140104,A23,E21
62423,L03140104,A23,E24
62423,L03140104,A23,F26
62423,L03140104,A24,E01
62423,L03140104,A24,E03
62423,L03140104,A24,E05
62423,L03140104,A24,E06
62423,L03140104,A24,E07
62423,L03140104,A24,E10
62423,L03140104,A24,E16
62423,L03140104,A24,E17
62423,L03140104,A24,E19
62423,L03140104,A24,E20
62423,L03140104,A24,E21
62423,L03140104,A24,E23
62423,L03140104,A24,E24
62423,L03140104,A24,F01
62423,L03140104,A24,F02
62423,L03140104,A24,F26
62423,L03140104,A26,E21
62423,L03140104,A26,E24
62423,L03140104,A26,F26
62537,H900303,A09,E01
62537,H900303,A09,E02
62537,H900303,A09,E08
62537,H900303,A09,E10
62537,H900303,A09,E12
62537,H900303,A09,E13
62537,H900303,A09,E23
62537,H900303,A09,E24
62537,H900303,A09,F26
62537,H900303,A24,E01
62537,H900303,A24,E12
62551,B0399,A04,E24
62551,B0399,A04,F26
62551,B0399,A24,E05
62551,B0399,A24,E23
62600,R060203,A04,E24
62600,R060203,A04,F26
62600,R060203,A05,E24
62600,R060203,A05,F26
62611,H900303,A15,E24
62611,H900303,A15,F26
62611,H900303,A23,E24
62615,B0399,A05,E24
62615,B0399,A05,F26
62643,W02070403,A07,E24
62782,L26,A05,E24
62782,L26,A15,E20
62945,A019013,A24,E08
63109,C010103,A04,E20
63109,C010103,A04,E24
63109,C010103,A05,E20
63109,C010103,A05,E24
63109,C010103,A07,E24
63109,C010103,A09,E24
63109,C010103,A10,E24
63109,C010103,A15,E24
63110,C010103,A04,E24
63110,C010103,A05,E24
63110,C010103,A09,E05
63110,C010103,A09,E24
63111,L0102,A04,E20
63111,L0102,A04,E24
63111,L0102,A05,E24
63111,L0102,A07,E24
63111,L0102,A10,E24
63113,L26,A04,E24
63113,L26,A05,E24
63114,L26,A05,E24
63117,H90020103,A04,E24
63117,H90020103,A05,E24
63120,M050101,A04,E24
63120,M050101,A05,E20
63120,M050101,A05,E24
63389,L010403,A04,E24
63389,L010403,A05,E24
63389,L010403,A07,E24
63389,L010403,A09,E24
63389,L010403,A11,E24
63389,L010403,A12,E24
63389,L010403,A13,E24
63389,L010403,A14,E12
63389,L010403,A14,E24
63389,L010403,A16,E24
63389,L010403,A24,E01
63389,L010403,A24,E12
64081,L0102,A01,E03
64081,L0102,A01,E08
64081,L0102,A01,E14
64081,L0102,A01,E17
64081,L0102,A01,E19
64081,L0102,A01,E21
64081,L0102,A01,E23
64081,L0102,A04,E01
64081,L0102,A04,E03
64081,L0102,A04,E04
64081,L0102,A04,E14
64081,L0102,A04,E17
64081,L0102,A04,E18
64081,L0102,A04,E19
64081,L0102,A04,E20
64081,L0102,A04,E21
64081,L0102,A04,E23
64081,L0102,A04,E24
64081,L0102,A04,F26
64081,L0102,A04,F27
64081,L0102,A05,E23
64081,L0102,A23,E23
64081,L0102,A24,E01
64081,L0102,A24,E03
64081,L0102,A24,E04
64081,L0102,A24,E05
64081,L0102,A24,E14
64081,L0102,A24,E17
64081,L0102,A24,E18
64081,L0102,A24,E19
64081,L0102,A24,E20
64081,L0102,A24,E21
64081,L0102,A24,E23
64081,L0102,A24,E24
64081,L0102,A25,E24
64081,L0102,A27,E23
64081,L0102,A27,E24
64082,L0102,A01,E03
64082,L0102,A01,E21
64082,L0102,A01,E23
64082,L0102,A04,E03
64082,L0102,A04,E04
64082,L0102,A04,E14
64082,L0102,A04,E21
64082,L0102,A04,E23
64082,L0102,A04,E24
64082,L0102,A24,E03
64082,L0102,A24,E04
64082,L0102,A24,E14
64082,L0102,A24,E17
64082,L0102,A24,E18
64082,L0102,A24,E19
64082,L0102,A24,E21
64082,L0102,A24,E23
64082,L0102,A24,E24
64083,M050101,A01,E17
64083,M050101,A01,E21
64083,M050101,A01,E23
64083,M050101,A04,E04
64083,M050101,A04,E14
64083,M050101,A04,E17
64083,M050101,A04,E20
64083,M050101,A04,E21
64083,M050101,A04,E23
64083,M050101,A04,E24
64083,M050101,A04,F26
64083,M050101,A05,E21
64083,M050101,A05,E23
64083,M050101,A14,E21
64083,M050101,A14,E23
64083,M050101,A24,E04
64083,M050101,A24,E14
64083,M050101,A24,E17
64083,M050101,A24,E18
64083,M050101,A24,E19
64083,M050101,A24,E21
64083,M050101,A24,E23
64083,M050101,A24,E24
64084,B0399,A04,E23
64084,B0399,A05,E21
64084,B0399,A24,E23
64234,B0399,A04,E23
64234,B0399,A04,E24
64234,B0399,A04,F26
64234,B0399,A24,E23
64337,B030299,A04,E24
64354,H900303,A04,E24
64354,H900303,A04,F26
64354,H900303,A05,E24
64401,C0104020299,A05,E24
64421,L1705,A04,E24
64421,L1705,A05,E24
64570,A019003,A05,E24
64570,A019003,A07,E24
64708,L26,A01,E16
64708,L26,A24,E19
64747,H90010102,A09,E24
64747,H90010102,A09,F26
64747,H90010102,A25,E24
64760,B0399,A09,E24
64770,U020301,A09,E24
64770,U020301,A25,E24
64787,U020301,A09,E24
64889,B0399,A01,E12
64889,B0399,A01,E24
64889,B0399,A01,F26
64889,B0399,A02,E12
64889,B0399,A02,F26
64889,B0399,A04,E12
64889,B0399,A04,E24
64889,B0399,A04,F26
64889,B0399,A05,E12
64889,B0399,A05,E24
64889,B0399,A05,F26
64889,B0399,A07,E12
64889,B0399,A07,E24
64889,B0399,A07,F26
64889,B0399,A09,E12
64889,B0399,A09,E24
64889,B0399,A09,F26
64889,B0399,A11,E12
64889,B0399,A11,E24
64889,B0399,A11,F26
64889,B0399,A12,E12
64889,B0399,A12,E24
64889,B0399,A12,F26
64889,B0399,A13,E12
64889,B0399,A13,F26
64889,B0399,A14,E01
64889,B0399,A14,E10
64889,B0399,A14,E12
64889,B0399,A14,E24
64889,B0399,A14,F26
64889,B0399,A15,E12
64889,B0399,A15,F26
64889,B0399,A16,E12
64889,B0399,A16,E24
64889,B0399,A16,F26
64889,B0399,A19,E12
64889,B0399,A19,E24
64889,B0399,A19,F26
64889,B0399,A22,E12
64889,B0399,A22,E24
64889,B0399,A22,F26
64889,B0399,A23,E12
64889,B0399,A23,F26
64889,B0399,A24,E01
64889,B0399,A24,E07
64889,B0399,A24,E10
64889,B0399,A24,E12
64889,B0399,A24,E23
64889,B0399,A24,F02
64889,B0399,A24,F26
64889,B0399,A25,E01
64889,B0399,A25,E10
64889,B0399,A25,E12
64889,B0399,A25,F26
64889,B0399,A26,E12
64889,B0399,A26,F02
64889,B0399,A26,F26
64889,B0399,A27,E12
64889,B0399,A27,E24
64889,B0399,A27,F26
64890,R060201,A01,E01
64890,R060201,A01,E10
64890,R060201,A01,E12
64890,R060201,A01,E24
64890,R060201,A01,F26
64890,R060201,A02,E12
64890,R060201,A02,E24
64890,R060201,A02,F26
64890,R060201,A04,E01
64890,R060201,A04,E10
64890,R060201,A04,E12
64890,R060201,A04,E20
64890,R060201,A04,E23
64890,R060201,A04,E24
64890,R060201,A04,F26
64890,R060201,A05,E10
64890,R060201,A05,E12
64890,R060201,A05,E24
64890,R060201,A05,F26
64890,R060201,A07,E01
64890,R060201,A07,E10
64890,R060201,A07,E12
64890,R060201,A07,E24
64890,R060201,A07,F26
64890,R060201,A08,E12
64890,R060201,A09,E01
64890,R060201,A09,E10
64890,R060201,A09,E12
64890,R060201,A09,E24
64890,R060201,A09,F26
64890,R060201,A10,E24
64890,R060201,A10,F26
64890,R060201,A11,E12
64890,R060201,A11,E24
64890,R060201,A11,F26
64890,R060201,A12,E12
64890,R060201,A12,E24
64890,R060201,A12,F26
64890,R060201,A13,E12
64890,R060201,A13,E24
64890,R060201,A13,F26
64890,R060201,A14,E01
64890,R060201,A14,E07
64890,R060201,A14,E10
64890,R060201,A14,E12
64890,R060201,A14,E23
64890,R060201,A14,E24
64890,R060201,A14,F26
64890,R060201,A15,E12
64890,R060201,A15,F26
64890,R060201,A16,E12
64890,R060201,A16,E24
64890,R060201,A16,F26
64890,R060201,A19,E12
64890,R060201,A19,E24
64890,R060201,A19,F26
64890,R060201,A21,E24
64890,R060201,A21,F26
64890,R060201,A22,E12
64890,R060201,A22,E24
64890,R060201,A22,F26
64890,R060201,A23,E12
64890,R060201,A23,E24
64890,R060201,A23,F26
64890,R060201,A24,E01
64890,R060201,A24,E02
64890,R060201,A24,E06
64890,R060201,A24,E07
64890,R060201,A24,E08
64890,R060201,A24,E10
64890,R060201,A24,E12
64890,R060201,A24,E13
64890,R060201,A24,E16
64890,R060201,A24,E17
64890,R060201,A24,E19
64890,R060201,A24,E20
64890,R060201,A24,E23
64890,R060201,A24,E24
64890,R060201,A24,F02
64890,R060201,A24,F26
64890,R060201,A25,E01
64890,R060201,A25,E07
64890,R060201,A25,E10
64890,R060201,A25,E12
64890,R060201,A25,E23
64890,R060201,A25,E24
64890,R060201,A25,F26
64890,R060201,A26,E12
64890,R060201,A26,E24
64890,R060201,A26,F26
64890,R060201,A27,E01
64890,R060201,A27,E10
64890,R060201,A27,E12
64890,R060201,A27,E20
64890,R060201,A27,E23
64890,R060201,A27,E24
64890,R060201,A27,F26
64891,M050101,A01,E01
64891,M050101,A01,E10
64891,M050101,A01,E12
64891,M050101,A01,E24
64891,M050101,A01,F26
64891,M050101,A02,E12
64891,M050101,A02,E24
64891,M050101,A02,F26
64891,M050101,A04,E01
64891,M050101,A04,E10
64891,M050101,A04,E12
64891,M050101,A04,E20
64891,M050101,A04,E23
64891,M050101,A04,E24
64891,M050101,A04,F26
64891,M050101,A05,E12
64891,M050101,A05,E24
64891,M050101,A05,F26
64891,M050101,A07,E01
64891,M050101,A07,E10
64891,M050101,A07,E12
64891,M050101,A07,E24
64891,M050101,A07,F26
64891,M050101,A08,E12
64891,M050101,A09,E01
64891,M050101,A09,E10
64891,M050101,A09,E12
64891,M050101,A09,E24
64891,M050101,A09,F26
64891,M050101,A10,E24
64891,M050101,A10,F26
64891,M050101,A11,E12
64891,M050101,A11,E24
64891,M050101,A11,F26
64891,M050101,A12,E12
64891,M050101,A12,E24
64891,M050101,A12,F26
64891,M050101,A13,E12
64891,M050101,A13,E24
64891,M050101,A13,F26
64891,M050101,A14,E01
64891,M050101,A14,E02
64891,M050101,A14,E07
64891,M050101,A14,E10
64891,M050101,A14,E12
64891,M050101,A14,E23
64891,M050101,A14,E24
64891,M050101,A14,F26
64891,M050101,A16,E10
64891,M050101,A16,E12
64891,M050101,A16,E24
64891,M050101,A16,F26
64891,M050101,A19,E12
64891,M050101,A19,E24
64891,M050101,A19,F26
64891,M050101,A21,E12
64891,M050101,A21,E24
64891,M050101,A21,F26
64891,M050101,A22,E12
64891,M050101,A22,E24
64891,M050101,A22,F26
64891,M050101,A23,E01
64891,M050101,A23,E10
64891,M050101,A23,E12
64891,M050101,A23,E24
64891,M050101,A24,E01
64891,M050101,A24,E02
64891,M050101,A24,E06
64891,M050101,A24,E07
64891,M050101,A24,E08
64891,M050101,A24,E10
64891,M050101,A24,E12
64891,M050101,A24,E13
64891,M050101,A24,E16
64891,M050101,A24,E17
64891,M050101,A24,E19
64891,M050101,A24,E20
64891,M050101,A24,E23
64891,M050101,A24,E24
64891,M050101,A24,F02
64891,M050101,A24,F26
64891,M050101,A25,E01
64891,M050101,A25,E07
64891,M050101,A25,E10
64891,M050101,A25,E12
64891,M050101,A25,E20
64891,M050101,A25,E23
64891,M050101,A25,E24
64891,M050101,A25,F26
64891,M050101,A26,E12
64891,M050101,A26,E24
64891,M050101,A26,F26
64891,M050101,A27,E01
64891,M050101,A27,E02
64891,M050101,A27,E07
64891,M050101,A27,E10
64891,M050101,A27,E12
64891,M050101,A27,E23
64891,M050101,A27,E24
64891,M050101,A27,F26
64912,P0103,A09,E24
64912,P0103,A25,E24
64970,L0102,A01,E01
64970,L0102,A01,E02
64970,L0102,A01,E12
64970,L0102,A01,E16
64970,L0102,A01,E17
64970,L0102,A01,E19
64970,L0102,A01,E20
64970,L0102,A01,E21
64970,L0102,A01,E23
64970,L0102,A01,E24
64970,L0102,A01,F01
64970,L0102,A01,F26
64970,L0102,A02,E24
64970,L0102,A04,E01
64970,L0102,A04,E17
64970,L0102,A04,E20
64970,L0102,A04,E21
64970,L0102,A04,E23
64970,L0102,A04,E24
64970,L0102,A04,F01
64970,L0102,A05,E01
64970,L0102,A05,E16
64970,L0102,A05,E17
64970,L0102,A05,E20
64970,L0102,A05,E21
64970,L0102,A05,E23
64970,L0102,A05,E24
64970,L0102,A05,F01
64970,L0102,A07,E01
64970,L0102,A07,E02
64970,L0102,A07,E10
64970,L0102,A07,E12
64970,L0102,A07,E16
64970,L0102,A07,E17
64970,L0102,A07,E19
64970,L0102,A07,E20
64970,L0102,A07,E21
64970,L0102,A07,E23
64970,L0102,A07,E24
64970,L0102,A07,F01
64970,L0102,A07,F26
64970,L0102,A09,E01
64970,L0102,A09,E02
64970,L0102,A09,E10
64970,L0102,A09,E12
64970,L0102,A09,E16
64970,L0102,A09,E17
64970,L0102,A09,E19
64970,L0102,A09,E20
64970,L0102,A09,E21
64970,L0102,A09,E23
64970,L0102,A09,E24
64970,L0102,A09,F01
64970,L0102,A10,E01
64970,L0102,A10,E17
64970,L0102,A10,E21
64970,L0102,A10,E23
64970,L0102,A10,E24
64970,L0102,A10,F01
64970,L0102,A11,E01
64970,L0102,A11,E17
64970,L0102,A11,E21
64970,L0102,A11,E23
64970,L0102,A11,E24
64970,L0102,A11,F01
64970,L0102,A12,E17
64970,L0102,A12,E21
64970,L0102,A12,E23
64970,L0102,A12,E24
64970,L0102,A12,F01
64970,L0102,A13,E01
64970,L0102,A13,E02
64970,L0102,A13,E12
64970,L0102,A13,E17
64970,L0102,A13,E20
64970,L0102,A13,E21
64970,L0102,A13,E23
64970,L0102,A13,E24
64970,L0102,A13,F01
64970,L0102,A13,F26
64970,L0102,A15,E01
64970,L0102,A15,E12
64970,L0102,A15,E17
64970,L0102,A15,E20
64970,L0102,A15,E21
64970,L0102,A15,E23
64970,L0102,A15,E24
64970,L0102,A15,F01
64970,L0102,A16,E21
64970,L0102,A16,E24
64970,L0102,A16,F26
64970,L0102,A19,E23
64970,L0102,A19,F01
64970,L0102,A22,E23
64970,L0102,A22,F01
64970,L0102,A23,E01
64970,L0102,A23,E17
64970,L0102,A23,E21
64970,L0102,A23,E23
64970,L0102,A23,E24
64970,L0102,A23,F01
64970,L0102,A24,E01
64970,L0102,A24,E02
64970,L0102,A24,E03
64970,L0102,A24,E04
64970,L0102,A24,E05
64970,L0102,A24,E06
64970,L0102,A24,E07
64970,L0102,A24,E10
64970,L0102,A24,E12
64970,L0102,A24,E13
64970,L0102,A24,E16
64970,L0102,A24,E17
64970,L0102,A24,E19
64970,L0102,A24,E20
64970,L0102,A24,E21
64970,L0102,A24,E23
64970,L0102,A24,E24
64970,L0102,A24,F01
64970,L0102,A24,F02
64970,L0102,A24,F26
64970,L0102,A25,E21
64970,L0102,A25,E24
64970,L0102,A25,F26
64970,L0102,A26,E01
64970,L0102,A26,E02
64970,L0102,A26,E16
64970,L0102,A26,E17
64970,L0102,A26,E19
64970,L0102,A26,E20
64970,L0102,A26,E21
64970,L0102,A26,E23
64970,L0102,A26,E24
64970,L0102,A26,F01
64970,L0102,A26,F26
64970,L0102,A27,E23
64994,A019013,A04,E24
65185,H900304,A04,E24
65185,H900304,A04,F26
65185,H900304,A05,E24
65185,H900304,A15,F26
65308,R060203,A07,E21
65308,R060203,A09,E21
65308,R060203,A12,E21
65308,R060203,A24,E19
65308,R060203,A24,E21
65308,R060203,A24,E23
65454,H90010102,A09,E24
65454,H90010102,A23,E24
65454,H90010102,A25,E24
66243,L26,A04,E24
66243,L26,A05,E24
66243,L26,A05,F26
66243,L26,A07,E24
66243,L26,A07,F26
66243,L26,A09,E24
66243,L26,A09,F26
66243,L26,A10,E24
66243,L26,A10,F26
66243,L26,A16,E24
66243,L26,A16,F26
66243,L26,A17,E24
66243,L26,A27,E24
66338,C010103,A24,E06
66338,C010103,A24,E24
66338,C010103,A26,E06
66338,C010103,A26,E24
66649,B0399,A04,E24
66649,B0399,A04,F27
66649,B0399,A05,E24
66649,B0399,A12,E24
66649,B0399,A18,E24
66947,M050101,A01,E04
66947,M050101,A01,E16
66947,M050101,A01,E17
66947,M050101,A01,E19
66947,M050101,A01,E21
66947,M050101,A01,E23
66947,M050101,A01,E24
66947,M050101,A04,E16
66947,M050101,A04,E20
66947,M050101,A04,E21
66947,M050101,A04,E23
66947,M050101,A04,E24
66947,M050101,A04,F26
66947,M050101,A12,E16
66947,M050101,A12,E23
66947,M050101,A15,E24
66947,M050101,A24,E05
66947,M050101,A24,E06
66947,M050101,A24,E16
66947,M050101,A24,E17
66947,M050101,A24,E19
66947,M050101,A24,E23
66947,M050101,A24,E24
66947,M050101,A26,E19
66947,M050101,A26,E23
