gmdn,emdn,deviceproblem,patientproblem
43962,L26,A04,F26
43962,L26,A04,F27
43962,L26,A05,E24
43962,L26,A05,F26
43962,L26,A05,F27
43962,L26,A10,E17
43962,L26,A10,E24
43962,L26,A10,F26
43962,L26,A10,F27
43980,H900303,A02,F27
43980,H900303,A04,E24
43980,H900303,A04,F26
43980,H900303,A04,F27
43980,H900303,A05,E24
43980,H900303,A05,F26
43980,H900303,A09,F26
43980,H900303,A15,E24
43980,H900303,A15,F26
44041,L26,A04,E24
44041,L26,A07,E24
44041,L26,A24,E01
44041,L26,A24,E23
44054,P09120699,A04,E24
44054,P09120699,A04,F26
44054,P09120699,A05,E24
44054,P09120699,A05,F26
44088,B0399,A04,E24
44088,B0399,A04,F26
44093,B0399,A05,E24
44106,R900901,A11,E24
44141,C010103,A04,E24
44141,C010103,A04,F26
44141,C010103,A05,E24
44141,C010103,A05,F26
44141,C010103,A09,E24
44141,C010103,A15,E24
44141,C010103,A15,F26
44279,M030506,A15,F26
44307,M050101,A04,E20
44307,M050101,A04,E24
44307,M050101,A04,F26
44307,M050101,A05,E24
44307,M050101,A05,F26
44307,M050101,A14,F26
44307,M050101,A15,E05
44307,M050101,A15,E20
44307,M050101,A15,E24
44307,M050101,A15,F26
44307,M050101,A24,E05
44333,A019013,A04,E24
44333,A019013,A04,F26
44333,A019013,A05,F26
44362,M050101,A05,E16
44362,M050101,A24,E19
44491,L0102,A05,E24
44491,L0102,A12,E24
44611,B0399,A01,F26
44611,B0399,A02,F26
44611,B0399,A04,E20
44611,B0399,A04,E24
44611,B0399,A04,F26
44611,B0399,A05,E20
44611,B0399,A05,E23
44611,B0399,A05,E24
44611,B0399,A05,F26
44611,B0399,A07,E01
44611,B0399,A07,E12
44611,B0399,A07,E24
44611,B0399,A07,F26
44611,B0399,A08,E01
44611,B0399,A08,E02
44611,B0399,A08,E10
44611,B0399,A08,E12
44611,B0399,A08,E20
44611,B0399,A08,E23
44611,B0399,A08,E24
44611,B0399,A08,F26
44611,B0399,A09,E01
44611,B0399,A09,E12
44611,B0399,A09,E24
44611,B0399,A09,F26
44611,B0399,A10,E24
44611,B0399,A10,F26
44611,B0399,A11,E24
44611,B0399,A11,F26
44611,B0399,A12,E24
44611,B0399,A12,F26
44611,B0399,A13,E01
44611,B0399,A13,E12
44611,B0399,A13,E24
44611,B0399,A13,F26
44611,B0399,A15,F26
44611,B0399,A16,E01
44611,B0399,A16,E12
44611,B0399,A16,E24
44611,B0399,A16,F26
44611,B0399,A23,E01
44611,B0399,A23,E12
44611,B0399,A23,E17
44611,B0399,A23,E20
44611,B0399,A23,E23
44611,B0399,A23,F26
44611,B0399,A24,E01
44611,B0399,A24,E12
44611,B0399,A24,E17
44611,B0399,A24,E19
44611,B0399,A24,E23
44611,B0399,A27,E24
44611,B0399,A27,F26
44688,B0399,A01,E17
44688,B0399,A01,E23
44688,B0399,A26,E23
44692,L0102,A24,E23
44708,L26,A04,E24
44708,L26,A04,F26
44708,L26,A05,E24
44708,L26,A05,F26
44710,H900303,A09,E24
44710,H900303,A09,F26
44710,H900303,A09,F27
44710,H900303,A23,E24
44738,B0399,A24,E16
44738,B0399,A24,E23
44738,B0399,A24,E24
44750,L26,A04,F26
44750,L26,A09,F26
44750,L26,A13,E24
44750,L26,A26,E24
44755,M050101,A02,F26
44755,M050101,A04,E24
44755,M050101,A04,F26
44755,M050101,A05,E24
44755,M050101,A05,F26
44755,M050101,A09,F26
44755,M050101,A13,E24
44755,M050101,A15,E24
44755,M050101,A16,F26
44756,L0102,A01,E01
44756,L0102,A01,E02
44756,L0102,A01,E03
44756,L0102,A01,E05
44756,L0102,A01,E10
44756,L0102,A01,E12
44756,L0102,A01,E16
44756,L0102,A01,E17
44756,L0102,A01,E18
44756,L0102,A01,E19
44756,L0102,A01,E20
44756,L0102,A01,E21
44756,L0102,A01,E23
44756,L0102,A01,E24
44756,L0102,A02,E17
44756,L0102,A02,E19
44756,L0102,A02,E21
44756,L0102,A02,E23
44756,L0102,A04,E01
44756,L0102,A04,E02
44756,L0102,A04,E03
44756,L0102,A04,E05
44756,L0102,A04,E10
44756,L0102,A04,E16
44756,L0102,A04,E17
44756,L0102,A04,E19
44756,L0102,A04,E20
44756,L0102,A04,E21
44756,L0102,A04,E23
44756,L0102,A04,E24
44756,L0102,A04,F26
44756,L0102,A05,E01
44756,L0102,A05,E02
44756,L0102,A05,E03
44756,L0102,A05,E05
44756,L0102,A05,E10
44756,L0102,A05,E16
44756,L0102,A05,E17
44756,L0102,A05,E18
44756,L0102,A05,E19
44756,L0102,A05,E20
44756,L0102,A05,E21
44756,L0102,A05,E23
44756,L0102,A05,E24
44756,L0102,A24,E01
44756,L0102,A24,E02
44756,L0102,A24,E03
44756,L0102,A24,E05
44756,L0102,A24,E06
44756,L0102,A24,E07
44756,L0102,A24,E10
44756,L0102,A24,E12
44756,L0102,A24,E13
44756,L0102,A24,E16
44756,L0102,A24,E17
44756,L0102,A24,E18
44756,L0102,A24,E19
44756,L0102,A24,E20
44756,L0102,A24,E21
44756,L0102,A24,E23
44756,L0102,A24,E24
44756,L0102,A26,E17
44756,L0102,A26,E19
44756,L0102,A26,E21
44756,L0102,A26,E23
44756,L0102,A27,E21
44756,L0102,A27,E23
44759,H900303,A04,E24
44759,H900303,A04,F26
44759,H900303,A05,E24
44776,H900303,A09,E24
44778,A019013,A05,F26
44780,M050101,A07,E24
44780,M050101,A07,F27
44780,M050101,A09,E24
44780,M050101,A09,F26
44780,M050101,A09,F27
44780,M050101,A23,E24
44780,M050101,A23,F26
44780,M050101,A23,F27
44805,H010202020302,A04,E24
44841,H900303,A04,E24
44841,H900303,A04,F26
44841,H900303,A15,E24
44841,H900303,A15,F26
44841,H900303,A24,E01
44841,H900303,A24,E05
44864,L26,A01,E05
44864,L26,A01,E10
44864,L26,A01,E21
44864,L26,A01,E23
44864,L26,A01,E24
44864,L26,A01,F26
44864,L26,A04,E05
44864,L26,A04,E21
44864,L26,A04,E24
44864,L26,A04,F26
44864,L26,A05,E02
44864,L26,A05,E05
44864,L26,A05,E20
44864,L26,A05,E21
44864,L26,A05,E23
44864,L26,A05,E24
44864,L26,A05,F26
44864,L26,A14,E05
44864,L26,A14,E21
44864,L26,A14,E23
44864,L26,A15,E02
44864,L26,A15,E05
44864,L26,A15,E10
44864,L26,A15,E20
44864,L26,A15,E21
44864,L26,A15,E23
44864,L26,A15,E24
44864,L26,A15,F26
44864,L26,A24,E05
44864,L26,A26,E05
44864,L26,A27,E02
44864,L26,A27,E05
44864,L26,A27,E21
44864,L26,A27,E23
44864,L26,A27,E24
44865,L0102,A04,E05
44865,L0102,A05,E05
44865,L0102,A15,E21
44865,L0102,A24,E21
44879,V06010199,A01,E01
44879,V06010199,A01,E19
44879,V06010199,A01,E21
44879,V06010199,A01,E23
44879,V06010199,A04,E21
44879,V06010199,A04,E24
44879,V06010199,A05,E24
44879,V06010199,A15,E24
44879,V06010199,A26,E21
44879,V06010199,A26,E23
44903,H010202020302,A09,E24
44903,H010202020302,A09,F27
44903,H010202020302,A18,E24
44903,H010202020302,A24,E24
44903,H010202020302,A24,F27
44903,H010202020302,A26,E24
44921,L0606030101,A04,E24
44921,L0606030101,A05,E24
44921,L0606030101,A09,E24
44921,L0606030101,A18,E24
45039,B0399,A04,E20
45039,B0399,A04,E24
45039,B0399,A04,F26
45061,C010103,A01,E24
45061,C010103,A01,F26
45061,C010103,A02,E24
45061,C010103,A04,E20
45061,C010103,A04,E24
45061,C010103,A04,F26
45061,C010103,A05,E20
45061,C010103,A05,E24
45061,C010103,A05,F26
45061,C010103,A15,E20
45061,C010103,A15,E24
45061,C010103,A15,F26
45061,C010103,A17,E24
45061,C010103,A17,F26
45061,C010103,A24,E19
45061,C010103,A24,E20
45062,B0399,A01,E24
45062,B0399,A01,F26
45062,B0399,A02,E24
45062,B0399,A04,E20
45062,B0399,A04,E24
45062,B0399,A04,F26
45062,B0399,A05,E20
45062,B0399,A05,E24
45062,B0399,A05,F26
45062,B0399,A15,E20
45062,B0399,A15,E24
45062,B0399,A15,F26
45062,B0399,A24,E19
45062,B0399,A24,E20
45062,B0399,A24,E23
45071,H900303,A24,E08
45073,M03030203,A05,E24
45073,M03030203,A07,E24
45073,M03030203,A09,E24
45073,M03030203,A14,E24
45073,M03030203,A27,E24
45109,Y0999,A04,E24
45114,K0199,A02,F26
45114,K0199,A04,E24
45114,K0199,A04,F26
45114,K0199,A05,E24
45115,M050101,A02,F26
45115,M050101,A04,E24
45115,M050101,A04,F26
45115,M050101,A05,E24
45115,M050101,A05,F26
45115,M050101,A17,E24
45115,M050101,A17,F26
45130,A019013,A04,F26
45130,A019013,A05,F26
45130,A019013,A15,E24
45130,A019013,A15,F26
45140,M03030203,A09,F26
45140,M03030203,A27,F26
45142,L01040402,A05,E24
45169,L01040502,A04,E24
45169,L01040502,A04,F26
45169,L01040502,A04,F27
45187,H900303,A04,E23
45187,H900303,A04,E24
45187,H900303,A05,E21
45187,H900303,A24,E19
45198,H900303,A05,F27
45198,H900303,A07,F26
45198,H900303,A07,F27
45198,H900303,A08,F26
45198,H900303,A09,F26
45198,H900303,A09,F27
45198,H900303,A11,E24
45198,H900303,A11,F27
45198,H900303,A13,F26
45198,H900303,A13,F27
45198,H900303,A22,F27
45199,H900303,A04,E24
45199,H900303,A04,F26
45199,H900303,A04,F27
45199,H900303,A05,E24
45199,H900303,A05,F26
45199,H900303,A05,F27
45199,H900303,A07,E24
45199,H900303,A07,F26
45199,H900303,A07,F27
45199,H900303,A08,E01
45199,H900303,A08,E16
45199,H900303,A08,E24
45199,H900303,A08,F26
45199,H900303,A08,F27
45199,H900303,A09,E24
45199,H900303,A09,F26
45199,H900303,A09,F27
45199,H900303,A11,E24
45199,H900303,A11,F26
45199,H900303,A11,F27
45199,H900303,A12,E24
45199,H900303,A13,E24
45199,H900303,A13,F26
45199,H900303,A13,F27
45199,H900303,A19,E24
45199,H900303,A19,F27
45199,H900303,A22,E24
45199,H900303,A22,F27
45199,H900303,A23,E24
45199,H900303,A24,E24
45199,H900303,A24,F27
45308,B0399,A09,E24
45401,B0399,A02,E24
45401,B0399,A04,E23
45401,B0399,A04,E24
45401,B0399,A04,F26
45401,B0399,A24,E17
45401,B0399,A24,E23
45401,B0399,A27,E23
45418,H900303,A01,E05
45418,H900303,A01,E06
45418,H900303,A01,E23
45418,H900303,A01,E24
45418,H900303,A04,E24
45418,H900303,A04,F26
45418,H900303,A05,E24
45418,H900303,A05,F26
45418,H900303,A15,F26
45418,H900303,A23,E24
45418,H900303,A24,E01
45418,H900303,A24,E05
45418,H900303,A24,E06
45418,H900303,A24,E07
45418,H900303,A24,E21
45418,H900303,A24,E23
45418,H900303,A24,F02
45418,H900303,A24,F26
45419,H900303,A04,F26
45419,H900303,A15,F26
45419,H900303,A24,E05
45419,H900303,A24,E06
45419,H900303,A24,E21
45419,H900303,A24,E23
45553,A019013,A04,E24
45553,A019013,A04,F26
45603,C04020299,A18,E24
45607,A019013,A09,F26
45612,B0399,A04,E24
45712,C010103,A04,E24
45712,C010103,A04,F26
45712,C010103,A05,E24
45712,C010103,A05,F26
45712,C010103,A23,F26
45789,C04020201,A09,E24
45851,Y093312,A24,E01
45851,Y093312,A24,E05
46024,L26,A01,E01
46024,L26,A01,E02
46024,L26,A01,E03
46024,L26,A01,E10
46024,L26,A01,E16
46024,L26,A01,E17
46024,L26,A01,E19
46024,L26,A01,E20
46024,L26,A01,E21
46024,L26,A01,E23
46024,L26,A01,E24
46024,L26,A01,F01
46024,L26,A03,E23
46024,L26,A04,E01
46024,L26,A04,E02
46024,L26,A04,E03
46024,L26,A04,E10
46024,L26,A04,E16
46024,L26,A04,E17
46024,L26,A04,E19
46024,L26,A04,E20
46024,L26,A04,E23
46024,L26,A04,E24
46024,L26,A04,F01
46024,L26,A04,F10
46024,L26,A05,E01
46024,L26,A05,E02
46024,L26,A05,E03
46024,L26,A05,E10
46024,L26,A05,E16
46024,L26,A05,E17
46024,L26,A05,E19
46024,L26,A05,E20
46024,L26,A05,E23
46024,L26,A05,E24
46024,L26,A05,F01
46024,L26,A05,F10
46024,L26,A07,E01
46024,L26,A07,E02
46024,L26,A07,E16
46024,L26,A07,E23
46024,L26,A07,E24
46024,L26,A07,F01
46024,L26,A09,E01
46024,L26,A09,E02
46024,L26,A09,E10
46024,L26,A09,E16
46024,L26,A09,E17
46024,L26,A09,E23
46024,L26,A09,F01
46024,L26,A09,F10
46024,L26,A11,E24
46024,L26,A12,E01
46024,L26,A12,E16
46024,L26,A12,E23
46024,L26,A12,E24
46024,L26,A12,F01
46024,L26,A13,E23
46024,L26,A13,E24
46024,L26,A14,E01
46024,L26,A14,E02
46024,L26,A14,E03
46024,L26,A14,E06
46024,L26,A14,E07
46024,L26,A14,E10
46024,L26,A14,E12
46024,L26,A14,E16
46024,L26,A14,E17
46024,L26,A14,E19
46024,L26,A14,E20
46024,L26,A14,E21
46024,L26,A14,E23
46024,L26,A14,E24
46024,L26,A14,F01
46024,L26,A14,F10
46024,L26,A15,E01
46024,L26,A15,E23
46024,L26,A15,E24
46024,L26,A15,F01
46024,L26,A16,E02
46024,L26,A16,E23
46024,L26,A16,E24
46024,L26,A16,F01
46024,L26,A22,E23
46024,L26,A22,F01
46024,L26,A23,E01
46024,L26,A23,E02
46024,L26,A23,E10
46024,L26,A23,E16
46024,L26,A23,E17
46024,L26,A23,E23
46024,L26,A23,E24
46024,L26,A23,F01
46024,L26,A23,F10
46024,L26,A24,E01
46024,L26,A24,E02
46024,L26,A24,E03
46024,L26,A24,E05
46024,L26,A24,E06
46024,L26,A24,E07
46024,L26,A24,E10
46024,L26,A24,E12
46024,L26,A24,E13
46024,L26,A24,E16
46024,L26,A24,E17
46024,L26,A24,E19
46024,L26,A24,E20
46024,L26,A24,E21
46024,L26,A24,E23
46024,L26,A24,E24
46024,L26,A24,F01
46024,L26,A24,F02
46024,L26,A24,F10
46024,L26,A26,E01
46024,L26,A26,E02
46024,L26,A26,E03
46024,L26,A26,E10
46024,L26,A26,E16
46024,L26,A26,E17
46024,L26,A26,E19
46024,L26,A26,E23
46024,L26,A26,E24
46024,L26,A26,F01
46024,L26,A26,F10
46165,L1705,A04,E24
46165,L1705,A04,F26
46201,A019013,A07,E24
46201,A019013,A09,E24
46201,A019013,A09,F26
46265,H900303,A09,E24
46265,H900303,A09,F26
46269,A019013,A04,E24
46269,A019013,A04,F26
46277,H900303,A07,E21
46277,H900303,A16,E17
46277,H900303,A16,E24
46352,B030299,A04,E24
46352,B030299,A05,E24
46352,B030299,A15,E24
46352,B030299,A15,F26
46352,B030299,A24,E01
46352,B030299,A24,E05
46355,V0905,A01,E06
46355,V0905,A04,E24
46355,V0905,A04,F26
46355,V0905,A05,F26
46355,V0905,A15,E20
46355,V0905,A15,E24
46355,V0905,A15,F26
46355,V0905,A18,E24
46355,V0905,A24,E06
46355,V0905,A24,E23
46388,H900303,A04,F26
46452,V0905,A04,F26
46452,V0905,A05,F26
46452,V0905,A05,F27
46476,A019013,A04,F26
46479,L26,A04,E24
46479,L26,A04,F26
46479,L26,A21,F26
46542,H900102,A14,F26
46585,A019013,A01,E16
46585,A019013,A01,E19
46585,A019013,A01,E21
46585,A019013,A01,E23
46585,A019013,A04,E16
46585,A019013,A04,E21
46585,A019013,A04,E23
46585,A019013,A04,E24
46585,A019013,A05,E16
46585,A019013,A05,E20
46585,A019013,A05,E21
46585,A019013,A05,E23
46585,A019013,A05,E24
46585,A019013,A15,E24
46585,A019013,A24,E05
46585,A019013,A24,E16
46585,A019013,A24,E17
46585,A019013,A24,E19
46585,A019013,A24,E20
46585,A019013,A24,E21
46585,A019013,A24,E23
46585,A019013,A24,E24
46585,A019013,A26,E16
46585,A019013,A26,E19
46585,A019013,A26,E21
46585,A019013,A26,E23
46585,A019013,A26,E24
46585,A019013,A27,E16
46585,A019013,A27,E19
46585,A019013,A27,E23
46585,A019013,A27,E24
46638,B0399,A01,E16
46638,B0399,A01,E17
46638,B0399,A01,E19
46638,B0399,A01,E23
46638,B0399,A01,E24
46638,B0399,A04,E20
46638,B0399,A24,E17
46638,B0399,A24,E19
46638,B0399,A24,E23
46638,B0399,A27,E17
46638,B0399,A27,E19
46638,B0399,A27,E23
46638,B0399,A27,E24
46642,C010103,A04,E17
46642,C010103,A24,E19
46646,B0399,A01,E21
46646,B0399,A04,E20
46646,B0399,A04,E24
46646,B0399,A24,E23
46647,B0399,A04,E16
46647,B0399,A04,E17
46647,B0399,A04,E21
46647,B0399,A04,E23
46647,B0399,A04,E24
46680,C010103,A04,E24
46680,C010103,A04,F26
46680,C010103,A05,E24
46680,C010103,A05,F26
46680,C010103,A15,E20
46680,C010103,A15,E24
46680,C010103,A15,F26
46680,C010103,A15,F27
46680,C010103,A23,E24
46680,C010103,A23,F26
46691,C010103,A04,E24
46691,C010103,A04,F26
46705,B0399,A02,E24
46705,B0399,A03,E24
46705,B0399,A04,E23
46705,B0399,A04,E24
46705,B0399,A05,E24
46705,B0399,A14,E24
46715,H900304,A04,F26
46722,B030299,A18,E24
46723,V06010199,A04,E24
46723,V06010199,A18,E24
46751,H90020103,A04,E24
46777,B0399,A01,E05
46777,B0399,A01,E20
46777,B0399,A01,E21
46777,B0399,A01,E23
46777,B0399,A01,E24
46777,B0399,A04,E05
46777,B0399,A04,E20
46777,B0399,A04,E21
46777,B0399,A04,E23
46777,B0399,A04,E24
46777,B0399,A05,E05
46777,B0399,A05,E20
46777,B0399,A05,E21
46777,B0399,A05,E23
46777,B0399,A05,E24
46777,B0399,A05,F02
46777,B0399,A05,F26
46777,B0399,A14,E05
46777,B0399,A14,E21
46777,B0399,A14,E23
46777,B0399,A15,E05
46777,B0399,A15,E21
46777,B0399,A15,E23
46777,B0399,A15,E24
46777,B0399,A15,F26
46777,B0399,A23,E05
46777,B0399,A23,E21
46777,B0399,A24,E05
46777,B0399,A24,E20
46777,B0399,A24,E23
46777,B0399,A24,E24
46777,B0399,A24,F02
46777,B0399,A26,E05
46777,B0399,A26,E20
46777,B0399,A26,E21
46777,B0399,A26,E23
46777,B0399,A27,E21
46795,L070703,A09,E24
46880,H900303,A21,F26
46880,H900303,A24,E04
46880,H900303,A24,E17
46913,H90020103,A05,E24
46913,H90020103,A05,F26
46919,H900304,A15,F26
47079,L26,A04,E21
47079,L26,A14,E21
47083,H900303,A02,E24
47083,H900303,A02,F26
47083,H900303,A02,F27
47083,H900303,A04,E01
47083,H900303,A04,E07
47083,H900303,A04,E24
47083,H900303,A04,F26
47083,H900303,A04,F27
47083,H900303,A05,E24
47083,H900303,A05,F26
47083,H900303,A05,F27
47083,H900303,A07,E24
47083,H900303,A07,F26
47083,H900303,A07,F27
47083,H900303,A08,E24
47083,H900303,A08,F26
47083,H900303,A08,F27
47083,H900303,A09,E24
47083,H900303,A09,F26
47083,H900303,A09,F27
47083,H900303,A10,E24
47083,H900303,A10,F27
47083,H900303,A11,E24
47083,H900303,A11,F26
47083,H900303,A11,F27
47083,H900303,A12,E24
47083,H900303,A12,F27
47083,H900303,A13,F27
47083,H900303,A14,E24
47083,H900303,A14,F26
47083,H900303,A14,F27
47083,H900303,A15,E24
47083,H900303,A16,E24
47083,H900303,A16,F26
47083,H900303,A16,F27
47083,H900303,A18,E24
47083,H900303,A18,F26
47083,H900303,A19,F27
47083,H900303,A22,E24
47083,H900303,A22,F27
47083,H900303,A23,F26
47083,H900303,A23,F27
47083,H900303,A24,F02
47083,H900303,A26,E24
47083,H900303,A27,F26
47083,H900303,A27,F27
47110,L26,A04,E24
47110,L26,A12,E24
47110,L26,A15,E24
47113,A019013,A14,E24
47205,L0102,A02,E24
47205,L0102,A04,E24
47205,L0102,A04,F27
47205,L0102,A05,E24
47205,L0102,A05,F27
47205,L0102,A07,E24
47205,L0102,A07,F27
47205,L0102,A08,E24
47205,L0102,A08,F27
47205,L0102,A09,E24
47205,L0102,A09,F27
47205,L0102,A10,E24
47205,L0102,A10,F27
47205,L0102,A11,E24
47205,L0102,A11,F27
47205,L0102,A15,E24
47205,L0102,A22,E24
47205,L0102,A22,F27
47247,H900303,A04,E24
47247,H900303,A04,F26
47247,H900303,A05,E24
47247,H900303,A05,F26
47247,H900303,A15,E24
47247,H900303,A24,E06
47248,M050101,A24,E06
47263,L26,A02,E24
47263,L26,A07,E01
47263,L26,A07,E06
47263,L26,A07,E24
47263,L26,A07,F26
47263,L26,A09,E24
47263,L26,A09,F26
47263,L26,A12,E24
47263,L26,A16,E24
47263,L26,A23,E19
47263,L26,A24,E03
47263,L26,A24,E05
47263,L26,A24,E06
47263,L26,A24,E17
47263,L26,A24,E19
47263,L26,A24,E20
47263,L26,A24,E23
47263,L26,A24,F02
47265,L0204,A01,E23
47265,L0204,A01,E24
47265,L0204,A02,E06
47265,L0204,A02,E24
47265,L0204,A04,E24
47265,L0204,A05,E24
47265,L0204,A07,E01
47265,L0204,A07,E06
47265,L0204,A07,E07
47265,L0204,A07,E20
47265,L0204,A07,E21
47265,L0204,A07,E23
47265,L0204,A07,E24
47265,L0204,A07,F26
47265,L0204,A07,F27
47265,L0204,A09,E01
47265,L0204,A09,E06
47265,L0204,A09,E23
47265,L0204,A09,E24
47265,L0204,A09,F26
47265,L0204,A09,F27
47265,L0204,A11,E24
47265,L0204,A12,E24
47265,L0204,A12,F26
47265,L0204,A13,E24
47265,L0204,A15,E24
47265,L0204,A16,E24
47265,L0204,A16,F26
47265,L0204,A19,F26
47265,L0204,A23,E03
47265,L0204,A23,E19
47265,L0204,A23,E24
47265,L0204,A24,E01
47265,L0204,A24,E03
47265,L0204,A24,E05
47265,L0204,A24,E06
47265,L0204,A24,E07
47265,L0204,A24,E17
47265,L0204,A24,E19
47265,L0204,A24,E20
47265,L0204,A24,E23
47265,L0204,A24,E24
47265,L0204,A24,F02
47265,L0204,A26,E24
47265,L0204,A27,E01
47265,L0204,A27,E06
47265,L0204,A27,E07
47265,L0204,A27,E19
47265,L0204,A27,E23
47265,L0204,A27,E24
47265,L0204,A27,F02
47265,L0204,A27,F26
47267,L0102,A02,E24
47267,L0102,A07,E01
47267,L0102,A07,E06
47267,L0102,A07,E24
47267,L0102,A07,F26
47267,L0102,A09,E24
47267,L0102,A12,E24
47267,L0102,A24,E03
47267,L0102,A24,E05
47267,L0102,A24,E06
47267,L0102,A24,E17
47267,L0102,A24,E19
47267,L0102,A24,E20
47267,L0102,A24,E23
47267,L0102,A24,E24
47267,L0102,A24,F02
47270,L0102,A01,E24
47270,L0102,A02,E24
47270,L0102,A05,E24
47270,L0102,A07,E01
47270,L0102,A07,E06
47270,L0102,A07,E07
47270,L0102,A07,E21
47270,L0102,A07,E23
47270,L0102,A07,E24
47270,L0102,A07,F01
47270,L0102,A07,F02
47270,L0102,A07,F26
47270,L0102,A07,F27
47270,L0102,A09,E06
47270,L0102,A09,E21
47270,L0102,A09,E23
47270,L0102,A09,E24
47270,L0102,A09,F26
47270,L0102,A11,E24
47270,L0102,A12,E24
47270,L0102,A12,F26
47270,L0102,A13,E24
47270,L0102,A16,E23
47270,L0102,A16,E24
47270,L0102,A16,F26
47270,L0102,A19,F26
47270,L0102,A23,E19
47270,L0102,A24,E03
47270,L0102,A24,E05
47270,L0102,A24,E06
47270,L0102,A24,E07
47270,L0102,A24,E17
47270,L0102,A24,E19
47270,L0102,A24,E20
47270,L0102,A24,E23
47270,L0102,A24,E24
47270,L0102,A24,F02
47270,L0102,A27,E24
47353,C010103,A09,F27
47362,B0399,A04,E24
47362,B0399,A04,F26
47366,A010506,A09,E24
47373,H900303,A01,E01
47373,H900303,A01,E09
47373,H900303,A01,E17
47373,H900303,A01,E19
47373,H900303,A01,E20
47373,H900303,A01,E21
47373,H900303,A01,E23
47373,H900303,A01,E24
47373,H900303,A04,E19
47373,H900303,A05,E21
47373,H900303,A05,E23
47373,H900303,A05,E24
47373,H900303,A05,F01
47373,H900303,A07,E09
47373,H900303,A07,E21
47373,H900303,A07,E24
47373,H900303,A09,E09
47373,H900303,A09,E16
47373,H900303,A09,E21
47373,H900303,A09,E23
47373,H900303,A09,E24
47373,H900303,A09,F01
47373,H900303,A15,E24
47373,H900303,A24,E01
47373,H900303,A24,E09
47373,H900303,A24,E17
47373,H900303,A24,E19
47373,H900303,A24,E20
47373,H900303,A24,E21
47373,H900303,A24,E23
47373,H900303,A24,E24
47373,H900303,A26,E19
47373,H900303,A26,E21
47373,H900303,A26,E24
47373,H900303,A27,E01
47373,H900303,A27,E09
47373,H900303,A27,E16
47373,H900303,A27,E17
47373,H900303,A27,E19
47373,H900303,A27,E20
47373,H900303,A27,E21
47373,H900303,A27,E23
47373,H900303,A27,E24
47408,U020301,A24,E19
47413,L26,A01,E08
47413,L26,A01,E24
47413,L26,A05,E24
47413,L26,A06,E08
47413,L26,A06,E24
47413,L26,A23,E24
47413,L26,A24,E08
47413,L26,A24,E24
47413,L26,A25,E24
47458,M03030203,A07,E24
47458,M03030203,A09,E24
47458,M03030203,A14,E24
47474,K0199,A02,E24
47474,K0199,A18,E24
47487,L26,A04,E24
47487,L26,A05,E24
47487,L26,A07,E24
47487,L26,A07,F26
47487,L26,A09,E24
47487,L26,A09,F26
47533,M050101,A04,E01
47533,M050101,A04,E23
47533,M050101,A04,E24
47533,M050101,A04,F26
47533,M050101,A05,E01
47533,M050101,A05,E03
47533,M050101,A05,E05
47533,M050101,A05,E06
47533,M050101,A05,E07
47533,M050101,A05,E10
47533,M050101,A05,E13
47533,M050101,A05,E17
47533,M050101,A05,E19
47533,M050101,A05,E22
47533,M050101,A05,E23
47533,M050101,A05,E24
47533,M050101,A05,F26
47533,M050101,A07,E01
47533,M050101,A07,E06
47533,M050101,A07,E24
47533,M050101,A07,F26
47533,M050101,A09,E03
47533,M050101,A12,E01
47533,M050101,A12,E24
47533,M050101,A12,F26
47533,M050101,A14,E01
47533,M050101,A14,E03
47533,M050101,A14,E05
47533,M050101,A14,E06
47533,M050101,A14,E07
47533,M050101,A14,E10
47533,M050101,A14,E12
47533,M050101,A14,E13
47533,M050101,A14,E16
47533,M050101,A14,E17
47533,M050101,A14,E19
47533,M050101,A14,E20
47533,M050101,A14,E22
47533,M050101,A14,E23
47533,M050101,A14,E24
47533,M050101,A14,F02
47533,M050101,A14,F26
47533,M050101,A22,E24
47533,M050101,A23,E24
47533,M050101,A24,E01
47533,M050101,A24,E02
47533,M050101,A24,E03
47533,M050101,A24,E05
47533,M050101,A24,E06
47533,M050101,A24,E07
47533,M050101,A24,E08
47533,M050101,A24,E10
47533,M050101,A24,E11
47533,M050101,A24,E12
47533,M050101,A24,E13
47533,M050101,A24,E16
47533,M050101,A24,E17
47533,M050101,A24,E19
47533,M050101,A24,E20
47533,M050101,A24,E21
47533,M050101,A24,E22
47533,M050101,A24,E23
47533,M050101,A24,E24
47533,M050101,A24,F02
47533,M050101,A25,E24
47533,M050101,A26,E24
47592,H010202020302,A14,E24
47592,H010202020302,A14,F26
47613,A010506,A24,E07
47620,C04020201,A05,E24
47620,C04020201,A16,E24
47621,B030299,A10,E24
47621,B030299,A14,E24
47621,B030299,A16,E24
47625,H900304,A02,F27
47635,Z12139003,A04,E17
47724,M050101,A05,E24
47732,L0204,A02,F27
47732,L0204,A04,E20
47732,L0204,A04,E24
47732,L0204,A04,F26
47732,L0204,A04,F27
47732,L0204,A05,E24
47732,L0204,A05,F26
47732,L0204,A05,F27
47732,L0204,A14,E06
47732,L0204,A14,E24
47732,L0204,A14,F26
47732,L0204,A15,E24
47732,L0204,A15,F26
47732,L0204,A15,F27
47732,L0204,A23,E24
47732,L0204,A23,F26
47732,L0204,A24,E06
47732,L0204,A24,F02
47764,H900304,A04,E24
47764,H900304,A14,E24
47764,H900304,A15,E24
47779,H900303,A04,E24
